id,content,date,language,title,normalized_rating,raw_rating,offerings,destinations,offerings_list,destinations_list
377380-175650631359,الفندق جميل واسعار مناسبة واستقبال ممتاز,2021-05-15T00:08:00+00:00,ara,Afraa hotel,80.0,4.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203583282932,المكان جمممميل جداً ، والطاقم سعودي نفتخر فيهم ❤️ طعم الحلى لذيذ المشروبات البارده لذيذه لكن طلب القوه الفرنسي كان سيء م طبخ زين💔☹️,2021-04-11T08:13:00+00:00,ara,WASHAL CAFE,100.0,5.0,Food & Beverage,Al Namas,['Food & Beverage'],['Al Namas']
377380-203588145136,اكلهم لذيذ,2021-04-11T08:13:00+00:00,ara,Al-Qaryah Al-Turathiyah Restaurant,100.0,5.0,Food & Beverage,Tabuk,['Food & Beverage'],['Tabuk']
377380-203588882431,حديقة صناعيه صغيره فيها العاب للاطفال مكتوب بالتعليقات مافيها سور والان لما زرتها كان يسو فيها سور لحمايه الاطفال لكن مااكتمل لما زرتها ماكان الشلال شغال,2021-04-11T08:13:00+00:00,ara,Tanomah Waterfall,80.0,4.0,Tourism Attractions/ Sites,Tanomah,['Tourism Attractions/ Sites'],['Tanomah']
377380-203587805496,"Cool place like corniche but for Riyadh, missing more lights, it gets really dark at night.",2021-04-11T08:13:00+00:00,eng,Wadi Namar Waterfall,80.0,4.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203590402514,"Very nice with your family , there is many games for them, you will enjoy",2021-04-11T08:13:00+00:00,eng,Green Mountain Resort,80.0,4.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203589149471,مناسبه للعوائل,2021-04-11T08:13:00+00:00,ara,Alanoud Park,80.0,4.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203585173709,قصر اثري قديم من تراث جده الساحرهومعلم من معالمها. يقع في قلب جده ومثل هذه نتمنى ان يكون الاهتام بها لانها تاريخ جده وماضيها .وهو معلم تاريخي,2021-04-11T08:13:00+00:00,ara,Nassif House Museum,100.0,5.0,Tourism Attractions/ Sites,Jeddah,['Tourism Attractions/ Sites'],['Jeddah']
377380-175424779414,نااااعم,2021-05-12T03:14:00+00:00,ara,Elit Alhamra - Andalus,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-203587149597,موقع تحطم طائرة كتالينا الموقع جميل والشاطئ ممتع ويستحق الزيارة نتمنى ان يتم اعادة تأهيل الطائرة ووضعها على قاعدة مرتفعه ووضع اضاءة حولها وعدم السماح بدخول الطائره،، حاليًا الدخول داخل الطائرة خطر لقدم الهيكل وتكسره .,2021-04-11T08:13:00+00:00,ara,Catalina Seaplane Wreckage,100.0,5.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203595607108,بالنسبه لي الأفضل في جده ومتكامل بس لاتروحه الا بجزمه سبورت لنك راح تمشي كثير,2021-04-11T08:13:00+00:00,ara,Red Sea Mall,100.0,5.0,Retail,Jeddah,['Retail'],['Jeddah']
377380-203582163839,من أجمل الأماكن وجو بارد وضباب رائع,2021-04-11T08:13:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-175730359221,مسجد كبير ونظيف أكثر من رائع,2021-05-14T23:26:00+00:00,ara,Khadija Baghlaf Mosque,100.0,5.0,Religious,Jeddah,['Religious'],['Jeddah']
377380-203597178433,"MARVELLOUS place for family. You will forget your all kind of problems for some times. Very nice place for kids, they can play and move here and there. Will get some natural moments. The place will remove your anxiety & tensions. Natural beauty is very nice. Different kind of flowers are bloomed everywhere to charm your mood. Especially the Fountain will fascinate you definitely. The lights of different colours on the streams of water of the fountain is like a synchronised dancing of beautiful ladies. It will give you much more joy. Coffee shop & snacks stores are available inside. Also have fast-food chain & brands Ice-cream parlours. It's a total package where you can spend quality time with your family.",2021-04-11T08:13:00+00:00,eng,Arruddaf Park,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203584992481,ممتاز جدا.. موقع استراتيجي بالنسبة لكثرة الضباب,2021-04-11T08:13:00+00:00,ara,Prince Hussam Park,100.0,5.0,Tourism Attractions/ Sites,Al Baha,['Tourism Attractions/ Sites'],['Al Baha']
377380-175307632885,جميله,2021-05-12T08:40:00+00:00,ara,Oasis Rise,60.0,3.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-175746220153,نظيف وتعامل الموظفين حلو جداً .,2021-05-16T04:57:00+00:00,ara,Sumou Al khobar Hotel فندق سمو الخبر,100.0,5.0,Accommodation,Khobar,['Accommodation'],['Khobar']
377380-203586517281,كورنيش زو واجهه بحريه كبيره به معظم الخدمات,2021-04-11T08:13:00+00:00,ara,Dammam Corniche,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203586939155,هي عبارة عن مطعم للماكولات الشعبية تقع على كورنيش بمدينة الدمام طرق الملك عبدالله بن عبدالعزيز رحمه الله وأسكنه فسيح جناته وطيب الله ثراه.,2021-04-11T08:13:00+00:00,ara,Heritage Village,60.0,3.0,"Food & Beverage, Tourism Attractions/ Sites",Dammam,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Dammam']
377380-203583068530,أفضل برجر في الباحة وبلا منافس..نظافة وطعم وترتيب .. عندهم برجر لحم هيكري ولا غلطة .. السلبية الوحيدة : السعر زايد عن مطاعم البرجر,2021-04-11T08:13:00+00:00,ara,65 burger,80.0,4.0,Food & Beverage,Al Baha,['Food & Beverage'],['Al Baha']
377380-203590554613,💚,2021-04-11T08:13:00+00:00,eng,Yanbu Lake Park,80.0,4.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203589254875,مكان واسع مريح متنوع,2021-04-11T08:13:00+00:00,ara,Waterfront Beach Royal Commission Yanbu,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203585664306,مكان جميل,2021-04-11T08:13:00+00:00,ara,Al Hamra Park,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203584543926,املج تصف نفسها,2021-04-11T08:13:00+00:00,ara,Umluj Beach,100.0,5.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-203582772930,جميييل جداً بس 50 ريال مبالغ فالسعر مقارنة باللي اشوفة ولو فيه عائلة حالها ميسور وتبي تشوف المعلم الرائع لو عددهم 4 اشخاص كثير عليكم لو تكون الرسوم من 10-20 كويس,2021-04-11T08:13:00+00:00,ara,Al-Qara Hill,60.0,3.0,Tourism Attractions/ Sites,Al Ahsa,['Tourism Attractions/ Sites'],['Al Ahsa']
377380-203585861943,جيبو معاكم مناشف خاصة. السعر غير شامل المناشف او الالعاب البحرية.,2021-04-11T08:13:00+00:00,ara,Yam Beach,80.0,4.0,Tourism Attractions/ Sites,KAEC,['Tourism Attractions/ Sites'],['KAEC']
377380-203587462946,سوف يقام فيها احتفاليه نور الرياض فاعليه جديدة وسوف ننتظر كل ماهو جديد.. نور الرياض سيقام بتاريخ ١٨ مارس ولمدة ١٧ يوم,2021-04-11T08:13:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203586974401,عندهم كوفي للشباب والعائلات جميل جدا,2021-04-11T08:13:00+00:00,ara,Al Mahmal Center,100.0,5.0,Retail,Jeddah,['Retail'],['Jeddah']
377380-203587479884,تحتاج نظافة واهتمام اكثر,2021-04-11T08:13:00+00:00,ara,Olaya Park,60.0,3.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203587435987,مااايحتاج ، كنت فى حراج التراث ، مكان لكل عشاق التراث,2021-04-11T08:13:00+00:00,ara,Souq Al Zel,100.0,5.0,"Tourism Attractions/ Sites, Retail","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Riyadh']"
377380-175306481414,رائع,2021-05-11T16:19:00+00:00,ara,Jabal Omar Hyatt Regency Makkah,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-175551446823,جميل,2021-05-15T12:22:00+00:00,ara,Habitat Hotel All Suites,60.0,3.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-203582945588,قلعة مارد قلعة اثرية جديرة بالزيارة، واتمنى على هيئة الأثار والسياحة او البلدية الإعتناء بالمباني الأثرية المحيطة بالموقع وترميمها ويمكن استثمارها أو تأجيره.,2021-04-11T08:13:00+00:00,ara,Marid Castle,100.0,5.0,Tourism Attractions/ Sites,Sakaka / AlJouf,['Tourism Attractions/ Sites'],['Sakaka / AlJouf']
377380-203589296151,ذكرى الايام الجميلة,2021-04-11T08:13:00+00:00,ara,Alsubh Park,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203582973975,مكان جميل وممتاز لطلعات البرية ويوجد دورات مياه ويوجد جلسات,2021-04-11T08:13:00+00:00,ara,Al Ahsa National Park,100.0,5.0,Tourism Attractions/ Sites,Al Ahsa,['Tourism Attractions/ Sites'],['Al Ahsa']
377380-203584278036,البحيرة حلوه أطلالتها جميله,2021-04-11T08:13:00+00:00,ara,Modon Lake Park,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203588151196,"They are open on Fridays. Their chicken Maqlubah is excellent. However, I decided to give them 4 instead of 5 because they did not have every offering of the menu at that time.",2021-04-11T08:14:00+00:00,eng,Al-Qaryah Al-Turathiyah Restaurant,80.0,4.0,Food & Beverage,Tabuk,['Food & Beverage'],['Tabuk']
377380-203584988593,منتاز,2021-04-11T08:14:00+00:00,ara,Prince Hussam Park,100.0,5.0,Tourism Attractions/ Sites,Al Baha,['Tourism Attractions/ Sites'],['Al Baha']
377380-203588409899,An awesome and majestic view... Would luv to hike if time permits... U need to go there earlier as it is far from taif...,2021-04-11T08:14:00+00:00,eng,Al-Waba Crater,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203583099177,حررر,2021-04-11T08:14:00+00:00,ara,Park Prince Mishari Bin Saud,20.0,1.0,Tourism Attractions/ Sites,Al Baha,['Tourism Attractions/ Sites'],['Al Baha']
377380-203585838403,من الاماكن الجميلهـ في مملكتنا الحبيبة .. ويحضى باهتمام دائما .. المكان مرتب ونظيف ووجهة ومعلم سياحي مهم .. ويفضل توفر اشخاص داخل المتحف للشرح لبعض الزوار .. حتى ولو كان عدد الزوار قليل .. لاعطائهم نبذه وعدم الاكتفاء بالاطلاع على الصور من قبل الزوار .. مهم جداً ايصال المعلومة لان تاريخ السعودية مهم ومشرف للزوار والاجيال ايضاً .. اتمنى لكل العاملين فيه التوفيق .. دمتم بود .. ❤️❤️,2021-04-11T08:14:00+00:00,ara,Al Masmak Palace Museum,100.0,5.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203587742324,متحف جميل جداً وراقي ، نظيف ، مرتب ، يحتوي على كم هائل من الأثار والقطع الجميلة ، انصح جدا بزيارته,2021-04-11T08:14:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203582360269,ممتع ولكن يستحق اكثر واكثر من الاهتمام,2021-04-11T08:14:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203582717164,يستحق الزياره يحتوي على جلسات عائلية وبجانبها موقد للشواء ونظافة الموقع يشكرون القائمين عليها,2021-04-11T08:14:00+00:00,ara,Uqair Beach,100.0,5.0,"Food & Beverage, Tourism Attractions/ Sites",Al Ahsa,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Al Ahsa']
377380-203588803018,جميل جدا,2021-04-11T08:14:00+00:00,ara,Alsharaf Park,100.0,5.0,Tourism Attractions/ Sites,Tanomah,['Tourism Attractions/ Sites'],['Tanomah']
377380-203585864502,Clean and nice beach i love it,2021-04-11T08:14:00+00:00,eng,Yam Beach,100.0,5.0,Tourism Attractions/ Sites,KAEC,['Tourism Attractions/ Sites'],['KAEC']
377380-203585378353,اجواء رائعة ومكان لو اتخيل وجوده عندنا بالمملكة.. مكان لايوصف وروووعة,2021-04-11T08:14:00+00:00,ara,Abu Kheyal Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203585462838,جميل ونظيف جدا,2021-04-11T08:14:00+00:00,ara,"King Abdullah Park, Sea front",100.0,5.0,"Tourism Attractions/ Sites, Accommodation","Khobar, Madinah, Riyadh, Dammam","['Tourism Attractions/ Sites', 'Accommodation']","['Khobar', 'Madinah', 'Riyadh', 'Dammam']"
377380-203584755880,سيئه جدا ماعدى عروض الدولفين,2021-04-11T08:14:00+00:00,ara,Dolphin Village Dammam,20.0,1.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203582371309,ممتع ولكن يستحق اكثر واكثر من الاهتمام,2021-04-11T08:14:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203587153364,جميل انصح ب زيارة حطام طائرة كاتلينا,2021-04-11T08:14:00+00:00,ara,Catalina Seaplane Wreckage,100.0,5.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-175327195574,لا يوجد وصف يكفيه ♥️,2021-05-11T21:13:00+00:00,ara,Masjid al-Haram,100.0,5.0,Religious,Makkah,['Religious'],['Makkah']
377380-203589250956,روعة المكان والزمان شكرا للهيئة الملكية على كل مجهودات السعادة,2021-04-11T08:14:00+00:00,ara,Waterfront Beach Royal Commission Yanbu,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203588577651,The road is very exciting.,2021-04-11T08:14:00+00:00,eng,Al Hada Cable Car,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203586077560,ما احلاها,2021-04-11T08:14:00+00:00,ara,Khararah Lake,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203586198029,حفظ الله المملكة ورفع الله عنا الوباء,2021-04-11T08:14:00+00:00,ara,Imam Turki Bin Abdullah Grand Mosque,100.0,5.0,"Religious, Tourism Attractions/ Sites","Riyadh, Madinah","['Religious', 'Tourism Attractions/ Sites']","['Riyadh', 'Madinah']"
377380-203587409490,مكان بذلت فيه جهود يبدو متواضعة لعيون ينبع منها الماء محاطة بالحجارة... الدخول من طريق البدع من الشرق أفضل ينقصها اللوحات الإرشادية والمعلومات... أين السياحة عن مثل هذا المكان,2021-04-11T08:14:00+00:00,ara,12 Springs of Prophet Moses (A.S.),40.0,2.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203587355147,قلعة تبوك في الأصل هي قلعة عباسية وتسمى قلعة تبوك الاثرية او القلعة السليمانية نسبة إلى سليمان القانوني الذي امر بتجديدها واعادة عمارتها الحجارة المستخدم في بناءها هو الحجر المشذب القلعة بجوار عين السكر التي زارها الرسول في السنة التاسعة من الهجرة وسبب التسمية لعين السكر نسبة لنبات السكر الذي كان ينبت حول هذه القلعة القلعة تتكون من دورين وتحتوي على ٢٠ غرفة اضافة الى مسجدين شتوي وهو السفلي صيفي وهو العلوي كباقي القلاع في الخلافة العثمانية لابد من وجود بئر ماء يتوسط القلعة القلعة لها بوابة واخدة ومحصنة لحمايتها من الاعداء وبها فتحتين بالاعلى تستخدم لاسقاط القلة او سكب الزيت المغلي لكي لايتم اقتحامها في اعلى القلعة فتحات تستخدم للمراقبة وكذلك للدفاع عن القلعة ايضاً القلعة مايميزها وجودها على مكان مرتفع في مدينة تبوك مما يسهل عليها مراقبة الاعداء واخر تجديد للقلعة كان في العام ١٠٦٣ هجرياً,2021-04-11T08:14:00+00:00,ara,Tabuk castle,100.0,5.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203584541371,املج كلها ع بعضها حلوو,2021-04-11T08:14:00+00:00,ara,Umluj Beach,100.0,5.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-203585655753,حديقة جميلة,2021-04-11T08:14:00+00:00,ara,Al Hamra Park,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203585911438,جميل يفتح الساعه ٤ خذو أبائكم وأمهاتكم يتذكرون ايام زمان صراحه شي جميل,2021-04-11T08:14:00+00:00,ara,Hlewa Heritage Market,60.0,3.0,"Tourism Attractions/ Sites, Retail",Madinah,"['Tourism Attractions/ Sites', 'Retail']",['Madinah']
377380-203585802085,الصراحة روعة ونظافة عااااالية جداً,2021-04-11T08:14:00+00:00,ara,Khobar Sea Front,100.0,5.0,Tourism Attractions/ Sites,Khobar,['Tourism Attractions/ Sites'],['Khobar']
377380-203582941364,المكان منظم وجميل ياخذك لزمن قديم انصحكم تزورونه هو عبارة عن قلعة وبجانبها مسجد عمر بن الخطاب بني سنة ٢ من الهجرة وحولها كثير آبار,2021-04-11T08:14:00+00:00,ara,Marid Castle,100.0,5.0,Tourism Attractions/ Sites,Sakaka / AlJouf,['Tourism Attractions/ Sites'],['Sakaka / AlJouf']
377380-203587477654,تحتاج إلى اهتمام اكثر,2021-04-11T08:14:00+00:00,ara,Olaya Park,60.0,3.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203583663216,حلاق اطفال بسمة الاطفال للحلاقة حلو مررررره مشاء الله عليهم,2021-04-11T08:14:00+00:00,ara,Al Ahsa Mall by Arabian Centres,100.0,5.0,"Tourism Attractions/ Sites, Retail",Al Ahsa,"['Tourism Attractions/ Sites', 'Retail']",['Al Ahsa']
377380-172193850792,الفندق بمستوي جيد ونظيف حيث بني حديثا في موقع ممتاز في منطقه وصل مع مواقع داخل مدينه جده وخط الحرمين الواصل بين مكه المكرمه وجده والمدينة المنورة,2021-04-11T08:14:00+00:00,ara,Seasons Park Hotel,80.0,4.0,"Accommodation, Food & Beverage",Jeddah,"['Accommodation', 'Food & Beverage']",['Jeddah']
377380-203591397570,Beautiful lush green garden.,2021-04-11T08:14:00+00:00,eng,King Abdullah Park,80.0,4.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203582971778,مكان ممتاز لاكن يحتاج إلى اهتمام اكثر وفتح انشطه اكثر مثل المطاعم الراقيه واهتمام اكثر في العاب الاطفال دون سن 10سنوات,2021-04-11T08:14:00+00:00,ara,Al Ahsa National Park,60.0,3.0,Tourism Attractions/ Sites,Al Ahsa,['Tourism Attractions/ Sites'],['Al Ahsa']
377380-203583847387,مكان جميل👍,2021-04-11T08:14:00+00:00,ara,Khairah Forest Park,100.0,5.0,Tourism Attractions/ Sites,"Al Baha, Tanomah",['Tourism Attractions/ Sites'],"['Al Baha', 'Tanomah']"
377380-203586522496,حلو و كثير,2021-04-11T08:14:00+00:00,ara,Dammam Corniche,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203586842155,مكان جميل ولكنه في الليل كتمة من قوة اشعال الحطب من الزوار اتمنى ترتيب الوضع هناك وكذلك عدم توفر اضاءه في الليل بشكل كافي,2021-04-11T08:14:00+00:00,ara,Wadi Hanifa Park,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203583081786,في اكل حال و طازج في عوال,2021-04-11T08:14:00+00:00,ara,Jabal Sawda,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203586855047,Bbq not alowed People were bringing their cars on pedestrian walk ways inside the park Overall many play areas for kids Noisy due to yamama cement factory Sand in the play areas needs to be replaced,2021-04-11T08:14:00+00:00,eng,Manakh King Abdulaziz Park,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203589150232,جداً جداً ممتازة,2021-04-11T08:14:00+00:00,ara,Alanoud Park,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203582503069,زحمه ولا يوجد دوراة مياه وغير نظيف,2021-04-11T08:14:00+00:00,ara,Al Soudah National Park,60.0,3.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203587196830,يحتاج صيانه,2021-04-11T08:14:00+00:00,ara,King Salman Park,60.0,3.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203587455715,متنزة حلو وجميل,2021-04-11T08:14:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203585831847,"Safe and good place for jogging, walking, playing",2021-04-11T08:14:00+00:00,eng,Al Wazarat park,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203582166343,نظيف والمشكله في الزوار ورميهم للزبايل,2021-04-11T08:14:00+00:00,ara,Al Soudah National Park,80.0,4.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203585249281,الحنين للماضي جميل و العودة له اجمل الا ليت الزمان يعود يوما,2021-04-11T08:14:00+00:00,ara,"Old Jeddah, Al Balad",100.0,5.0,"Tourism Attractions/ Sites, Retail","Taif, Jeddah","['Tourism Attractions/ Sites', 'Retail']","['Taif', 'Jeddah']"
377380-203587809369,ماشاء الله المكان جميل,2021-04-11T08:14:00+00:00,ara,Wadi Namar Waterfall,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203582714051,حلو جدا جدا جدا,2021-04-11T08:15:00+00:00,ara,Uqair Beach,100.0,5.0,"Food & Beverage, Tourism Attractions/ Sites",Al Ahsa,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Al Ahsa']
377380-203585937845,♥️♥️,2021-04-11T08:15:00+00:00,eng,Five Elephants Speciality Coffee,100.0,5.0,Food & Beverage,Madinah,['Food & Beverage'],['Madinah']
377380-203582363632,منتزه السوده غني عن التعريف,2021-04-11T08:15:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-175421061972,لا يوجد التزام بمواعيد تسليم الغرف,2021-05-13T02:04:00+00:00,ara,Diyar Taiba,20.0,1.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-203587204654,مكان جميل ونظيف يعيبه انه لايوجد داخله اي سوبر ماركت او كشك او كافيه او مطاعم واتوقع انها لو وجدت الفكرة راح تدر ع الموقع مكاسب جيده,2021-04-11T08:15:00+00:00,ara,King Salman Park,60.0,3.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203589040034,حديقة رائعة,2021-04-11T08:15:00+00:00,ara,Park Alheefah,80.0,4.0,Tourism Attractions/ Sites,Tanomah,['Tourism Attractions/ Sites'],['Tanomah']
377380-203584990957,منتزه مطل على عقبة الباحه ونظيف ويوجد مسجد ودورات مياه ومظلات وكشك يقدم وجبات خفيفه والعاب اطفال,2021-04-11T08:15:00+00:00,ara,Prince Hussam Park,100.0,5.0,"Religious, Tourism Attractions/ Sites",Al Baha,"['Religious', 'Tourism Attractions/ Sites']",['Al Baha']
377380-203587467240,مهرجان نور الرياض بيبداء,2021-04-11T08:15:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203587637349,لايوجد تنظيم في المواقف,2021-04-11T08:15:00+00:00,ara,Almaigliah Market,40.0,2.0,"Tourism Attractions/ Sites, Retail",Madinah,"['Tourism Attractions/ Sites', 'Retail']",['Madinah']
377380-203586831463,بس ليه ماتدخل السياره قريب من البحيره؟,2021-04-11T08:15:00+00:00,ara,Wadi Hanifa Park,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203585820849,It was good. But not best,2021-04-11T08:15:00+00:00,eng,Al Masmak Palace Museum,80.0,4.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-175280334157,الفندق مرتب وحلو ولكن تعامل موظفي الاستقبال مع النزلاء اسواء من السيى ومواقف سيارارت مافيه توقف في مواقف القشله وترجع مشوار اقل مايقال عنه سيييئ,2021-05-11T09:59:00+00:00,ara,Shaza Makkah,20.0,1.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203588218834,جدة علي الكورنيش الاعب وملاهي كبار وصغار,2021-04-11T08:15:00+00:00,ara,Al Shallal Theme Park,80.0,4.0,Tourism Attractions/ Sites,Jeddah,['Tourism Attractions/ Sites'],['Jeddah']
377380-203590402269,تعتبر من المنتزهات السياحيه,2021-04-11T08:15:00+00:00,ara,Green Mountain Resort,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203590553861,جمال المناظر,2021-04-11T08:15:00+00:00,ara,Yanbu Lake Park,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203585906706,متحف اكثر من رائع,2021-04-11T08:15:00+00:00,ara,Hlewa Heritage Market,100.0,5.0,"Tourism Attractions/ Sites, Retail",Madinah,"['Tourism Attractions/ Sites', 'Retail']",['Madinah']
377380-203582377649,منتزه السوده غني عن التعريف,2021-04-11T08:15:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203588121424,مكان محترم,2021-04-11T08:15:00+00:00,ara,Al Faisaliah garden,20.0,1.0,"Food & Beverage, Tourism Attractions/ Sites",Taif,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Taif']
377380-203587748053,سوف يقام فيها احتفاليه نور الرياض فاعليه جديدة وسوف ننتظر كل ماهو جديد.. نور الرياض سيقام بتاريخ ١٨ مارس ولمدة ١٧ يوم,2021-04-11T08:15:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203582166341,أجمل منتزه في السعودية,2021-04-11T08:15:00+00:00,ara,Al Soudah National Park,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203589247473,هاديه ونظيفه ومتكامله بالخدمات الضروريه,2021-04-11T08:15:00+00:00,ara,Waterfront Beach Royal Commission Yanbu,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
